ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
911,India,8,Rajasthan,95,Chittorgarh,2012,"Agriculture Year (Jul - Jun), 2012",750761,120286,38961,76842,73942,661,93104,20119,14990,311856,517587,205731
912,India,8,Rajasthan,95,Chittorgarh,2013,"Agriculture Year (Jul - Jun), 2013",750773,120334,54760,61112,73879,591,89922,21227,12454,316494,536622,220128
913,India,8,Rajasthan,95,Chittorgarh,2014,"Agriculture Year (Jul - Jun), 2014",750773,120561,55434,60634,73935,387,86903,21011,13503,318405,544744,226339
914,India,8,Rajasthan,95,Chittorgarh,2015,"Agriculture Year (Jul - Jun), 2015",750773,121752,56351,60751,73930,395,81803,20758,13149,321884,548912,227028
915,India,8,Rajasthan,95,Chittorgarh,2016,"Agriculture Year (Jul - Jun), 2016",750773,121758,56139,60871,73854,388,78829,20602,11878,326454,576370,249916
916,India,8,Rajasthan,95,Chittorgarh,2017,"Agriculture Year (Jul - Jun), 2017",750773,121759,56079,60867,73839,496,79965,21470,13136,323162,572150,248988
917,India,8,Rajasthan,95,Chittorgarh,2018,"Agriculture Year (Jul - Jun), 2018",750674,121995,56071,60818,73842,592,79572,22340,12665,322779,567255,244476
918,India,8,Rajasthan,95,Chittorgarh,2019,"Agriculture Year (Jul - Jun), 2019",750685,121772,55892,61491,73853,561,72457,22192,11711,330756,597150,266394
919,India,8,Rajasthan,96,Churu,2011,"Agriculture Year (Jul - Jun), 2011",1385898,6609,65363,650,37499,19,13228,46246,51915,1164369,1527962,363593
920,India,8,Rajasthan,96,Churu,2012,"Agriculture Year (Jul - Jun), 2012",1385898,6614,65653,650,37520,19,14956,49577,57593,1153316,1354565,201249
921,India,8,Rajasthan,96,Churu,2013,"Agriculture Year (Jul - Jun), 2013",1385905,6663,65959,620,37468,19,12571,42294,46046,1174265,1624577,450312
922,India,8,Rajasthan,96,Churu,2014,"Agriculture Year (Jul - Jun), 2014",1385905,6663,66129,620,37435,24,14372,48355,62317,1149990,1452323,302333
923,India,8,Rajasthan,96,Churu,2015,"Agriculture Year (Jul - Jun), 2015",1385905,6524,66386,620,37473,9,16527,44962,58480,1154924,1375702,220778
924,India,8,Rajasthan,96,Churu,2016,"Agriculture Year (Jul - Jun), 2016",1385905,6524,66721,620,37197,4,19030,45252,59333,1151224,1470905,319681
925,India,8,Rajasthan,96,Churu,2017,"Agriculture Year (Jul - Jun), 2017",1385905,6523,66742,620,37153,10,21303,53040,66706,1133808,1353230,219422
926,India,8,Rajasthan,96,Churu,2018,"Agriculture Year (Jul - Jun), 2018",1385905,6523,67184,620,37153,10,21401,54427,68303,1130284,1409087,278803
927,India,8,Rajasthan,96,Churu,2019,"Agriculture Year (Jul - Jun), 2019",1385905,6624,67426,620,37023,4,25004,54146,68034,1127024,1720228,593204
928,India,8,Rajasthan,97,Dausa,2011,"Agriculture Year (Jul - Jun), 2011",341406,26166,19033,17955,25751,316,5871,9353,7459,229502,383988,154486
929,India,8,Rajasthan,97,Dausa,2012,"Agriculture Year (Jul - Jun), 2012",341406,26186,19155,18040,25571,310,5968,9560,7711,228905,378488,149583
930,India,8,Rajasthan,97,Dausa,2013,"Agriculture Year (Jul - Jun), 2013",341428,26185,19788,17311,25586,287,5801,9403,7695,229372,387287,157915
931,India,8,Rajasthan,97,Dausa,2014,"Agriculture Year (Jul - Jun), 2014",341428,26185,19894,17200,25616,277,5771,9581,8678,228226,380254,152028
932,India,8,Rajasthan,97,Dausa,2015,"Agriculture Year (Jul - Jun), 2015",341428,26364,19915,17038,25551,234,5490,9188,9434,228214,376825,148611
933,India,8,Rajasthan,97,Dausa,2016,"Agriculture Year (Jul - Jun), 2016",341428,26364,19950,17192,25541,213,5295,9852,9198,227823,377386,149563
934,India,8,Rajasthan,97,Dausa,2017,"Agriculture Year (Jul - Jun), 2017",341428,26393,20065,16989,25567,218,5535,11514,13437,221710,346998,125288
935,India,8,Rajasthan,97,Dausa,2018,"Agriculture Year (Jul - Jun), 2018",341428,26393,19968,16914,25539,201,5224,11325,12169,223695,353811,130116
936,India,8,Rajasthan,97,Dausa,2019,"Agriculture Year (Jul - Jun), 2019",341428,26392,20217,17108,25688,191,5120,10440,10713,225559,364148,138589
937,India,8,Rajasthan,98,Dholpur,2011,"Agriculture Year (Jul - Jun), 2011",300913,27173,16301,58439,17853,403,7476,7360,8238,157670,230475,72805
938,India,8,Rajasthan,98,Dholpur,2012,"Agriculture Year (Jul - Jun), 2012",300913,27184,16849,57880,17853,306,7653,7318,8004,157866,229905,72039
939,India,8,Rajasthan,98,Dholpur,2013,"Agriculture Year (Jul - Jun), 2013",300913,27184,16829,57882,17871,286,7526,8376,8218,156741,233422,76681
940,India,8,Rajasthan,98,Dholpur,2014,"Agriculture Year (Jul - Jun), 2014",300913,27184,16899,57855,17828,233,7476,10243,7113,156082,233441,77359
941,India,8,Rajasthan,98,Dholpur,2015,"Agriculture Year (Jul - Jun), 2015",300913,27184,16899,57855,17820,224,7871,10791,8083,154186,234415,80229
942,India,8,Rajasthan,98,Dholpur,2016,"Agriculture Year (Jul - Jun), 2016",300913,27184,16899,57855,17820,219,9382,10356,7115,154083,230355,76272
943,India,8,Rajasthan,98,Dholpur,2017,"Agriculture Year (Jul - Jun), 2017",300913,27175,16908,57855,17820,222,9467,10715,9046,151705,225872,74167
944,India,8,Rajasthan,98,Dholpur,2018,"Agriculture Year (Jul - Jun), 2018",300913,27175,16908,58019,17843,171,9759,10797,6360,153881,241233,87352
945,India,8,Rajasthan,98,Dholpur,2019,"Agriculture Year (Jul - Jun), 2019",301291,27192,17764,57905,17870,167,8466,9611,6364,155952,245396,89444
946,India,8,Rajasthan,99,Dungarpur,2011,"Agriculture Year (Jul - Jun), 2011",385593,62204,22970,69973,34539,1239,20811,31014,8373,134470,199887,65417
947,India,8,Rajasthan,99,Dungarpur,2012,"Agriculture Year (Jul - Jun), 2012",385593,62204,22970,69853,34539,1241,20582,31258,8959,133987,199932,65945
948,India,8,Rajasthan,99,Dungarpur,2013,"Agriculture Year (Jul - Jun), 2013",385593,64189,22970,67641,34539,1227,20754,29807,10095,134371,203072,68701
949,India,8,Rajasthan,99,Dungarpur,2014,"Agriculture Year (Jul - Jun), 2014",385593,64476,22970,67354,34539,1089,21258,33833,9531,130543,193497,62954
950,India,8,Rajasthan,99,Dungarpur,2015,"Agriculture Year (Jul - Jun), 2015",385593,64476,22970,67354,34539,1150,21875,33637,7604,131988,189500,57512
951,India,8,Rajasthan,99,Dungarpur,2016,"Agriculture Year (Jul - Jun), 2016",385674,64476,23024,67381,34539,929,22030,30914,7861,134520,195932,61412
952,India,8,Rajasthan,99,Dungarpur,2017,"Agriculture Year (Jul - Jun), 2017",385674,64476,23024,67146,34539,925,21556,33541,6103,134364,196192,61828
953,India,8,Rajasthan,99,Dungarpur,2018,"Agriculture Year (Jul - Jun), 2018",385674,64476,23024,67146,34539,970,21503,33622,8626,131768,193707,61939
954,India,8,Rajasthan,99,Dungarpur,2019,"Agriculture Year (Jul - Jun), 2019",385674,64489,23024,67117,34539,921,21575,34697,5582,133730,210712,76982
955,India,8,Rajasthan,100,Ganganagar,2011,"Agriculture Year (Jul - Jun), 2011",1093282,60517,69882,1926,140,6532,35182,81501,63748,773854,1107330,333476
956,India,8,Rajasthan,100,Ganganagar,2012,"Agriculture Year (Jul - Jun), 2012",1093282,60517,70450,1898,140,6796,26746,73309,67644,785782,1186549,400767
957,India,8,Rajasthan,100,Ganganagar,2013,"Agriculture Year (Jul - Jun), 2013",1093282,60472,71382,1919,140,6477,20213,70099,77140,785440,1243356,457916
958,India,8,Rajasthan,100,Ganganagar,2014,"Agriculture Year (Jul - Jun), 2014",1093290,60472,71316,1919,140,6799,22709,79982,63625,786328,1277609,491281
959,India,8,Rajasthan,100,Ganganagar,2015,"Agriculture Year (Jul - Jun), 2015",1093290,60530,71385,1919,140,3443,14749,67639,61506,811979,1358389,546410
960,India,8,Rajasthan,100,Ganganagar,2016,"Agriculture Year (Jul - Jun), 2016",1093290,60542,71448,1921,140,2903,18467,91657,76078,770134,1206857,436723
961,India,8,Rajasthan,100,Ganganagar,2017,"Agriculture Year (Jul - Jun), 2017",1093290,60526,71618,1919,140,2776,18902,90775,97701,748933,1219924,470991
962,India,8,Rajasthan,100,Ganganagar,2018,"Agriculture Year (Jul - Jun), 2018",1093290,60519,68534,5173,129,1225,18144,83474,84134,771958,1283621,511663
963,India,8,Rajasthan,100,Ganganagar,2019,"Agriculture Year (Jul - Jun), 2019",1093290,60519,71794,1924,129,1135,17029,81357,72917,786486,1315050,528564
964,India,8,Rajasthan,101,Hanumangarh,2011,"Agriculture Year (Jul - Jun), 2011",970372,18390,56850,577,4742,19,3843,19735,32279,833937,1220207,386270
965,India,8,Rajasthan,101,Hanumangarh,2012,"Agriculture Year (Jul - Jun), 2012",970375,18681,57430,493,4626,13,2914,18503,43278,824437,1198414,373977
966,India,8,Rajasthan,101,Hanumangarh,2013,"Agriculture Year (Jul - Jun), 2013",970379,18692,57573,493,4642,11,2627,22267,25442,838632,1266881,428249
967,India,8,Rajasthan,101,Hanumangarh,2014,"Agriculture Year (Jul - Jun), 2014",970379,18820,57496,493,4609,13,2482,20185,27953,838328,1248622,410294
968,India,8,Rajasthan,101,Hanumangarh,2015,"Agriculture Year (Jul - Jun), 2015",970379,18820,57552,493,4609,3,2440,16452,22407,847603,1295703,448100
969,India,8,Rajasthan,101,Hanumangarh,2016,"Agriculture Year (Jul - Jun), 2016",970379,18820,57581,493,4619,1,2416,16308,26080,844061,1291650,447589
970,India,8,Rajasthan,101,Hanumangarh,2017,"Agriculture Year (Jul - Jun), 2017",970379,18820,57639,493,4621,1,2362,17479,29164,839800,1262867,423067
971,India,8,Rajasthan,101,Hanumangarh,2018,"Agriculture Year (Jul - Jun), 2018",970378,19013,57929,502,4653,0,1999,19526,27865,838891,1289751,450860
972,India,8,Rajasthan,101,Hanumangarh,2019,"Agriculture Year (Jul - Jun), 2019",970380,19061,57960,502,4653,245,1965,16162,22539,847293,1492384,645091
973,India,8,Rajasthan,102,Jaipur,2011,"Agriculture Year (Jul - Jun), 2011",1105519,82314,81298,59488,74140,758,37996,54001,39265,676259,1090756,414497
974,India,8,Rajasthan,102,Jaipur,2012,"Agriculture Year (Jul - Jun), 2012",1105519,82606,81378,59864,74017,773,39746,57263,48030,661842,1013001,351159
975,India,8,Rajasthan,102,Jaipur,2013,"Agriculture Year (Jul - Jun), 2013",1105519,83498,84436,57039,73899,831,41385,54064,43436,666931,1109593,442662
976,India,8,Rajasthan,102,Jaipur,2014,"Agriculture Year (Jul - Jun), 2014",1105519,82766,85340,58400,73870,713,41143,57516,46611,659160,1044671,385511
977,India,8,Rajasthan,102,Jaipur,2015,"Agriculture Year (Jul - Jun), 2015",1105519,82793,84801,60383,73982,752,42174,60066,63272,637296,929231,291935
978,India,8,Rajasthan,102,Jaipur,2016,"Agriculture Year (Jul - Jun), 2016",1105519,82807,84093,63435,73654,678,41005,57426,46204,656217,1036402,380185
1883,India,10,Bihar,205,Madhepura,2015,"Agriculture Year (Jul - Jun), 2015",179589,0,31881,3923,45,7158,0,993,1975,133614,205303,71689
979,India,8,Rajasthan,102,Jaipur,2017,"Agriculture Year (Jul - Jun), 2017",1114058,82814,96301,60637,73681,816,43804,65063,61517,629425,901628,272203
980,India,8,Rajasthan,102,Jaipur,2018,"Agriculture Year (Jul - Jun), 2018",1114046,82814,97694,61047,73477,897,41590,64536,54558,637433,980987,343554
981,India,8,Rajasthan,102,Jaipur,2019,"Agriculture Year (Jul - Jun), 2019",1114046,83457,100315,62133,73606,967,40446,60620,49607,642895,1042852,399957
982,India,8,Rajasthan,103,Jaisalmer,2011,"Agriculture Year (Jul - Jun), 2011",3839154,44868,151899,361754,103470,90,2299802,100415,78462,698394,848114,149720
983,India,8,Rajasthan,103,Jaisalmer,2012,"Agriculture Year (Jul - Jun), 2012",3839154,44863,155832,362036,103175,249,2267022,127588,111229,667160,843979,176819
984,India,8,Rajasthan,103,Jaisalmer,2013,"Agriculture Year (Jul - Jun), 2013",3839154,45367,159065,362089,103175,249,2212211,157621,52117,747260,961107,213847
985,India,8,Rajasthan,103,Jaisalmer,2014,"Agriculture Year (Jul - Jun), 2014",3839154,27400,195615,375726,84629,4547,2197391,157200,104985,691661,870760,179099
986,India,8,Rajasthan,103,Jaisalmer,2015,"Agriculture Year (Jul - Jun), 2015",3839154,27400,197361,375541,84594,551,2162023,135301,53997,802386,1027862,225476
987,India,8,Rajasthan,103,Jaisalmer,2016,"Agriculture Year (Jul - Jun), 2016",3839154,27424,203749,372809,84625,787,2130159,128465,62447,828689,1084083,255394
988,India,8,Rajasthan,103,Jaisalmer,2017,"Agriculture Year (Jul - Jun), 2017",3839154,27424,204071,372709,87635,517,2123677,115140,67939,840042,1120474,280432
989,India,8,Rajasthan,103,Jaisalmer,2018,"Agriculture Year (Jul - Jun), 2018",3839154,28474,206425,372214,87182,1694,2103761,130158,113618,795628,1051465,255837
990,India,8,Rajasthan,103,Jaisalmer,2019,"Agriculture Year (Jul - Jun), 2019",3839154,28474,207190,372167,87182,457,2084371,172137,82594,804582,1180109,375527
991,India,8,Rajasthan,104,Jalore,2011,"Agriculture Year (Jul - Jun), 2011",1056602,23506,41201,81219,47396,22,31897,80160,69299,681902,911138,229236
992,India,8,Rajasthan,104,Jalore,2012,"Agriculture Year (Jul - Jun), 2012",1056611,23638,44534,78205,47374,13,22767,94182,84026,661872,895027,233155
993,India,8,Rajasthan,104,Jalore,2013,"Agriculture Year (Jul - Jun), 2013",1056611,23638,44712,78079,47370,6,19611,88206,64284,690705,972807,282102
994,India,8,Rajasthan,104,Jalore,2014,"Agriculture Year (Jul - Jun), 2014",1056611,23638,44725,78105,47367,10,21163,100676,91885,649042,867677,218635
995,India,8,Rajasthan,104,Jalore,2015,"Agriculture Year (Jul - Jun), 2015",1056611,23638,44834,78110,47366,15,20934,96046,77482,668186,921716,253530
996,India,8,Rajasthan,104,Jalore,2016,"Agriculture Year (Jul - Jun), 2016",1056611,23638,44837,78105,47366,20,21949,98883,73785,668028,948520,280492
997,India,8,Rajasthan,104,Jalore,2017,"Agriculture Year (Jul - Jun), 2017",1056611,23638,44861,78110,47365,20,21743,98799,73237,668838,943310,274472
998,India,8,Rajasthan,104,Jalore,2018,"Agriculture Year (Jul - Jun), 2018",1056611,23634,44880,78120,47369,55,21103,105489,94315,641646,896341,254695
999,India,8,Rajasthan,104,Jalore,2019,"Agriculture Year (Jul - Jun), 2019",1056611,23634,44920,78159,47360,55,21031,108962,75193,657297,940641,283344
1000,India,8,Rajasthan,105,Jhalawar,2011,"Agriculture Year (Jul - Jun), 2011",632235,126212,28573,33311,47409,3689,39666,15770,5370,332235,601344,269109
1001,India,8,Rajasthan,105,Jhalawar,2012,"Agriculture Year (Jul - Jun), 2012",632235,126390,28573,33496,47210,4241,37875,14805,5591,334054,614323,280269
1002,India,8,Rajasthan,105,Jhalawar,2013,"Agriculture Year (Jul - Jun), 2013",632235,127124,28745,33067,47264,5181,36145,12520,4470,337719,646729,309010
1003,India,8,Rajasthan,105,Jhalawar,2014,"Agriculture Year (Jul - Jun), 2014",632235,127328,28439,34424,47435,6054,33702,13001,5290,336562,614049,277487
1004,India,8,Rajasthan,105,Jhalawar,2015,"Agriculture Year (Jul - Jun), 2015",632235,127383,29438,33600,47355,7329,31905,12372,4397,338456,635005,296549
1005,India,8,Rajasthan,105,Jhalawar,2016,"Agriculture Year (Jul - Jun), 2016",632235,127256,29396,33267,47360,8630,31094,12535,4705,337992,642810,304818
1006,India,8,Rajasthan,105,Jhalawar,2017,"Agriculture Year (Jul - Jun), 2017",632235,127374,29100,33795,46808,9920,30498,12854,5560,336326,636402,300076
1007,India,8,Rajasthan,105,Jhalawar,2018,"Agriculture Year (Jul - Jun), 2018",632235,127398,29408,33790,46790,9695,28840,12964,7289,336061,647710,311649
1008,India,8,Rajasthan,105,Jhalawar,2019,"Agriculture Year (Jul - Jun), 2019",632235,127628,30157,34289,46102,9842,27193,11610,5882,339532,655058,315526
1009,India,8,Rajasthan,106,Jhunjhunu,2011,"Agriculture Year (Jul - Jun), 2011",591536,39680,22308,15710,39346,53,6052,29618,21722,417047,667776,250729
1010,India,8,Rajasthan,106,Jhunjhunu,2012,"Agriculture Year (Jul - Jun), 2012",591536,40045,21968,15690,39355,52,6222,32956,27261,407987,644041,236054
1011,India,8,Rajasthan,106,Jhunjhunu,2013,"Agriculture Year (Jul - Jun), 2013",591536,40045,21972,15706,39353,46,6158,32031,21050,415175,706653,291478
1012,India,8,Rajasthan,106,Jhunjhunu,2014,"Agriculture Year (Jul - Jun), 2014",591536,40045,22067,15704,39267,48,6305,34397,25828,407875,654338,246463
1013,India,8,Rajasthan,106,Jhunjhunu,2015,"Agriculture Year (Jul - Jun), 2015",591536,40045,22070,15701,39257,24,6169,35067,29720,403483,635494,232011
1014,India,8,Rajasthan,106,Jhunjhunu,2016,"Agriculture Year (Jul - Jun), 2016",591536,40045,22217,15709,39254,24,5917,36819,31069,400482,627519,227037
1015,India,8,Rajasthan,106,Jhunjhunu,2017,"Agriculture Year (Jul - Jun), 2017",591536,40045,22294,15707,39242,26,5907,41920,35531,390864,607547,216683
1016,India,8,Rajasthan,106,Jhunjhunu,2018,"Agriculture Year (Jul - Jun), 2018",591536,40045,22295,15711,39238,26,6735,43712,31742,392032,629188,237156
1017,India,8,Rajasthan,106,Jhunjhunu,2019,"Agriculture Year (Jul - Jun), 2019",591536,40045,22315,15709,39237,30,7199,44198,36636,386167,627943,241776
1018,India,8,Rajasthan,107,Jodhpur,2011,"Agriculture Year (Jul - Jun), 2011",2256405,7264,80570,145322,122215,125,16510,313326,229977,1341096,1516329,175233
1019,India,8,Rajasthan,107,Jodhpur,2012,"Agriculture Year (Jul - Jun), 2012",2256405,6996,80570,145322,122215,148,22596,345207,277853,1255498,1449043,193545
1020,India,8,Rajasthan,107,Jodhpur,2013,"Agriculture Year (Jul - Jun), 2013",2256405,8378,77749,143862,125453,148,17549,271462,234306,1377498,1648408,270910
1021,India,8,Rajasthan,107,Jodhpur,2014,"Agriculture Year (Jul - Jun), 2014",2256405,8378,78185,144178,124681,32,9136,293342,282470,1316003,1589684,273681
1022,India,8,Rajasthan,107,Jodhpur,2015,"Agriculture Year (Jul - Jun), 2015",2256405,8378,78785,143469,124688,32,11364,245085,257468,1387136,1716695,329559
2182,India,12,Arunachal Pradesh,241,Upper Subansiri,2017,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
1023,India,8,Rajasthan,107,Jodhpur,2016,"Agriculture Year (Jul - Jun), 2016",2256405,8398,78785,143469,124668,15,8993,266147,229957,1395973,1787733,391760
1024,India,8,Rajasthan,107,Jodhpur,2017,"Agriculture Year (Jul - Jun), 2017",2256405,8398,79096,143469,124668,18,5078,234731,255721,1405226,1770718,365492
1025,India,8,Rajasthan,107,Jodhpur,2018,"Agriculture Year (Jul - Jun), 2018",2256405,10211,83333,141860,121639,18,6837,254654,288244,1349609,1712812,363203
1026,India,8,Rajasthan,107,Jodhpur,2019,"Agriculture Year (Jul - Jun), 2019",2256405,10312,83333,141759,121639,19,9610,270612,221965,1397156,1878479,481323
1027,India,8,Rajasthan,108,Karauli,2011,"Agriculture Year (Jul - Jun), 2011",504302,172533,23273,48467,30650,206,12104,8978,6335,201756,339665,137909
1028,India,8,Rajasthan,108,Karauli,2012,"Agriculture Year (Jul - Jun), 2012",504302,172540,23540,48752,30623,213,11733,8965,5702,202234,340039,137805
1029,India,8,Rajasthan,108,Karauli,2013,"Agriculture Year (Jul - Jun), 2013",504302,172646,24110,48867,30603,196,11776,8679,5383,202042,338799,136757
1030,India,8,Rajasthan,108,Karauli,2014,"Agriculture Year (Jul - Jun), 2014",504302,172732,23628,49003,30628,199,11700,8831,7157,200424,328743,128319
1031,India,8,Rajasthan,108,Karauli,2015,"Agriculture Year (Jul - Jun), 2015",504302,172700,23745,49066,30631,197,11685,9522,15350,191406,321379,129973
1032,India,8,Rajasthan,108,Karauli,2016,"Agriculture Year (Jul - Jun), 2016",504302,172706,24046,48785,30665,175,11192,9818,7447,199468,332222,132754
1033,India,8,Rajasthan,108,Karauli,2017,"Agriculture Year (Jul - Jun), 2017",504302,173594,23570,48049,30663,192,11397,10666,19530,186641,303686,117045
1034,India,8,Rajasthan,108,Karauli,2018,"Agriculture Year (Jul - Jun), 2018",504302,173405,23632,48327,30566,200,11309,11305,8525,197033,326879,129846
1035,India,8,Rajasthan,108,Karauli,2019,"Agriculture Year (Jul - Jun), 2019",504305,173490,23386,48334,30552,197,11252,11085,5913,200096,340453,140357
1036,India,8,Rajasthan,109,Kota,2011,"Agriculture Year (Jul - Jun), 2011",518345,126199,31492,30682,14029,392,23828,11707,8794,271222,461813,190591
